,unique_id_in_geo,pid,hhd,relationship,age,age-group,gender,income,income-group,education,education-level,edu-year,edu-year-required,status,number,hhd-income,hhd-income-group,license,max-friend,min-friend,my-score,district,livelon,livelat,wslong,wslat,residence-size,residence-cost,current-ws-dis,weekday-shopping,weekday-leisure,weekend-shopping,weekend-leisure,distance-max,weekday-deptime,weekday-endtime,weekend-deptime,weekend-endtime
1222,1223,1223,1223,1,41,4,1,72000,0,1,1,0,3,2,1,72000,0,1,2,1,0,0,114.1248603,22.59405869,114.1232007,22.57802189,1,48189.40366,7.420264573,10,3,1,1,10,450,1113.43,1080,1353.9
1223,1224,1224,1224,1,44,4,1,72000,0,1,1,0,3,2,1,72000,0,1,2,1,0,0,114.2084736,22.70857754,114.2193699,22.70317607,1,1256866.716,0,0,3,2,1,10,540,1332.27,390,932.78
1224,1225,1225,1225,1,41,4,1,72000,0,1,1,0,3,2,1,72000,0,1,2,1,0,0,113.8772696,22.56713794,114.2469077,22.56876552,1,61098.24342,170.1255064,4,3,4,1,10,510,1013.53,480,840.15
1225,1226,1226,1226,1,36,4,1,72000,0,3,1,0,3,2,1,72000,0,1,19,8,0,0,113.9379107,22.76365792,113.9843857,22.73744168,1,1361556.544,24.55832631,1,0,0,1,25,480,634.5,990,1372.67
1226,1227,1227,1227,1,36,4,1,72000,0,4,1,0,3,2,1,72000,0,1,8,2,0,0,113.9011316,22.78291302,113.9012913,22.79915948,1,1352828.617,0,5,5,1,2,10,540,1026.85,600,1058.28
1227,1228,1228,1228,1,38,4,1,72000,0,1,1,0,3,2,1,72000,0,1,8,2,0,0,113.8730238,22.56231772,113.860603,22.57924996,1,61098.24342,0,3,3,0,1,38,480,780.45,840,1092.97
1228,1229,1229,1229,1,42,4,1,72000,0,2,1,0,6,2,1,72000,0,1,8,2,0,0,113.8909863,22.77584712,113.8733725,22.8019963,1,1405196.177,14.51066343,0,1,0,2,25,510,805,600,775.52
1229,1230,1230,1230,1,40,4,1,72000,0,4,1,0,3,2,1,72000,0,1,40,20,0,0,113.8998904,22.580372,113.9771094,22.55295138,1,34984.27362,37.71383063,0,0,2,2,38,840,1247.68,660,1367.88
1230,1231,1231,1231,1,35,4,1,72000,0,2,1,0,6,2,1,72000,0,1,40,20,0,0,114.2378371,22.71639645,114.2210604,22.70565195,1,1290765.314,9.16917168,3,3,1,1,10,450,1033.72,1050,1321.43
1231,1232,1232,1232,1,35,4,1,72000,0,4,1,0,3,2,1,72000,0,1,19,8,0,0,113.9011316,22.78291302,113.8979152,22.77053948,1,1352828.617,0,3,5,1,1,10,540,1165.12,600,1169.65
1232,1233,1233,1233,1,44,4,1,72000,0,2,1,0,6,2,1,72000,0,1,19,8,0,0,114.0518669,22.60421052,114.2360842,22.55783509,1,39563.03938,87.43031459,7,0,1,2,400,480,972.93,540,943.22
1233,1234,1234,1234,1,40,4,1,72000,0,2,1,0,6,2,1,72000,0,1,19,8,0,0,114.0380729,22.65203364,114.0435367,22.69741734,1,525379.467,0,5,1,0,2,38,540,1195.65,660,1016.55
1234,1235,1235,1235,1,40,4,1,72000,0,2,1,0,6,2,1,72000,0,1,2,1,0,0,114.0173094,22.62430723,114.0527624,22.63151064,1,31184.6494,16.65044529,0,1,2,2,25,570,1096.2,540,1269.23
1235,1236,1236,1236,1,44,4,1,72000,0,5,1,0,0,2,1,72000,0,1,2,1,0,0,114.1757151,22.6364007,114.1908585,22.6355659,1,1348681.385,6.980246772,5,5,1,1,10,450,812.03,840,1112.45
1236,1237,1237,1237,1,40,4,1,72000,0,4,1,0,3,2,1,72000,0,1,40,20,0,0,113.9477232,22.53044909,113.9180058,22.51905186,1,72105.67018,14.64865176,2,2,4,1,25,540,1212.63,1140,1356.13
1237,1238,1238,1238,1,41,4,1,72000,0,4,1,0,3,2,1,72000,0,1,8,2,0,0,114.2096575,22.69814443,114.0496855,22.71974813,1,1272056.643,0,5,0,4,2,75,540,1155.63,570,921.78
1238,1239,1239,1239,1,37,4,1,72000,0,4,1,0,3,2,1,72000,0,1,19,8,0,0,113.9931464,22.54557596,114.2469077,22.56876552,1,56788.178,117.2788588,1,4,4,1,25,570,885.97,1080,1221.55
1239,1240,1240,1240,1,35,4,1,72000,0,1,1,0,3,2,1,72000,0,1,19,8,0,0,114.2084736,22.70857754,114.2146748,22.70297441,1,1256866.716,3.846551337,4,5,2,2,10,480,801.32,540,1018.12
1240,1241,1241,1241,1,36,4,1,72000,0,3,1,0,3,2,1,72000,0,1,40,20,0,0,114.0358301,22.70436869,114.022666,22.71740404,1,35870.58266,0,0,2,1,0,10,420,928.98,420,944.15
1241,1242,1242,1242,1,39,4,1,72000,0,5,1,0,0,2,1,72000,0,1,19,8,0,0,113.8511874,22.57309821,113.8564083,22.58683717,1,53668.30998,6.764446632,10,0,2,2,10,570,627,600,1194.78
1242,1243,1243,1243,1,38,4,1,72000,0,4,1,0,3,2,1,72000,0,1,2,1,0,0,113.9011316,22.78291302,113.8927493,22.76804691,1,1352828.617,7.854743918,8,4,1,0,10,480,1146.48,960,1396.15
1243,1244,1244,1244,1,42,4,1,72000,0,1,1,0,3,2,1,72000,0,1,2,1,0,0,114.021228,22.53092009,114.035203,22.55718007,1,62426.23874,13.69091399,5,10,2,2,25,450,1018.88,510,1049.3
1244,1245,1245,1245,1,41,4,1,72000,0,5,1,0,0,2,1,72000,0,1,8,2,0,0,114.1757151,22.6364007,114.1422694,22.60791832,1,1348681.385,20.2186189,5,5,1,1,25,480,1034.65,480,973.45
1245,1246,1246,1246,1,44,4,1,72000,0,4,1,0,3,2,1,72000,0,1,8,2,0,0,113.8289193,22.71956443,113.8282047,22.73376795,1,33583.29918,6.545358479,9,2,1,1,10,510,766.73,1200,1316.58
1246,1247,1247,1247,1,41,4,1,72000,0,5,1,0,0,2,1,72000,0,1,40,20,0,0,113.8678879,22.5713629,113.9102712,22.54288065,1,48795.65594,23.50214687,1,4,2,2,25,840,1371.02,420,1037.23
1247,1248,1248,1248,1,37,4,1,72000,0,5,1,0,0,2,1,72000,0,1,19,8,0,0,114.03878,22.60185337,114.0527624,22.63151064,1,54256.97972,15.09055041,4,2,2,1,25,510,1201.65,600,919.15
1248,1249,1249,1249,1,41,4,1,72000,0,5,1,0,0,2,1,72000,0,1,2,1,0,0,114.1757151,22.6364007,113.9683733,22.70019117,1,1348681.385,99.84210828,2,5,0,2,400,390,894.62,480,1090.78
1249,1250,1250,1250,1,41,4,1,72000,0,4,1,0,3,2,1,72000,0,1,8,2,0,0,113.8909863,22.77584712,113.877052,22.77997605,1,1405196.177,0,7,5,2,1,10,510,1057.78,660,842.67
1250,1251,1251,1251,1,37,4,1,72000,0,2,1,0,6,2,1,72000,0,1,2,1,0,0,114.0304731,22.6598973,113.8733725,22.8019963,1,1274865.224,97.49440888,3,3,2,2,10,480,988.15,600,1229.63
1251,1252,1252,1252,1,39,4,1,72000,0,1,1,0,3,2,1,72000,0,1,19,8,0,0,113.9496693,22.55122213,113.9448587,22.55973271,1,97488.99904,0,5,4,1,0,10,480,631.2,600,823.03
1252,1253,1253,1253,1,36,4,1,72000,0,2,1,0,6,2,1,72000,0,1,2,1,0,0,114.0090737,22.63994719,113.9976651,22.67571164,1,90820.23158,17.27757662,4,5,1,1,25,480,887.18,570,801.7
1253,1254,1254,1254,1,40,4,1,72000,0,1,1,0,3,2,1,72000,0,1,8,2,0,0,113.8998904,22.580372,113.9467017,22.578627,1,34984.27362,0,1,3,2,1,38,540,1098.98,510,1037.82
1254,1255,1255,1255,1,40,4,1,72000,0,3,1,0,3,2,1,72000,0,1,8,2,0,0,113.9299459,22.74871131,113.8704324,22.78480925,1,30198.62592,0,3,0,1,2,75,540,892.77,840,1107.22
1255,1256,1256,1256,1,41,4,1,72000,0,5,1,0,0,2,1,72000,0,1,8,2,0,0,114.1125384,22.59592024,114.115931,22.58323568,1,1195247.78,6.043199663,3,7,2,1,10,480,945.68,690,866.95
1256,1257,1257,1257,1,42,4,1,72000,0,2,1,0,6,2,1,72000,0,1,40,20,0,0,113.8957434,22.53233885,113.8716275,22.75540599,1,89453.89774,103.2636245,0,5,2,1,10,480,980.92,810,1039.68
1257,1258,1258,1258,1,40,4,1,72000,0,1,1,0,3,2,1,72000,0,1,19,8,0,0,114.0424233,22.68753666,114.035506,22.70180229,1,30209.47736,0,5,5,1,1,10,540,1184.08,960,1286.87
1258,1259,1259,1259,1,37,4,1,72000,0,4,1,0,3,2,1,72000,0,1,2,1,0,0,114.007117,22.60084288,114.1144898,22.54904063,1,60878.92568,0,3,1,2,0,75,480,968.48,870,1384.33
1259,1260,1260,1260,1,37,4,1,72000,0,2,1,0,6,2,1,72000,0,1,40,20,0,0,114.0304731,22.6598973,114.116191,22.66686081,1,1274865.224,39.58114719,4,5,3,2,10,420,1233.98,960,1244.25
1260,1261,1261,1261,1,38,4,1,72000,0,2,1,0,6,2,1,72000,0,1,19,8,0,0,113.8746316,22.55197004,114.3438286,22.61409565,1,41743.42678,0,4,2,1,1,10,480,1059.87,660,1060.05
1261,1262,1262,1262,1,43,4,1,72000,0,2,1,0,6,2,1,72000,0,1,19,8,0,0,114.0090737,22.63994719,114.0493414,22.5279925,1,90820.23158,54.75813507,7,4,2,2,10,540,1164.93,540,1233.92
1262,1263,1263,1263,1,40,4,1,72000,0,5,1,0,0,2,1,72000,0,1,2,1,0,0,114.03878,22.60185337,114.0610319,22.71362,1,54256.97972,52.44954021,1,4,2,1,75,450,758.3,840,1238.68
1263,1264,1264,1264,1,44,4,1,72000,0,2,1,0,6,2,1,72000,0,1,19,8,0,0,113.8289193,22.71956443,113.8551722,22.73321983,1,33583.29918,13.61953796,3,4,1,1,38,510,1046.12,600,892.82
1264,1265,1265,1265,1,38,4,1,72000,0,4,1,0,3,2,1,72000,0,1,19,8,0,0,114.0090737,22.63994719,113.98464,22.59929414,1,90820.23158,21.82973662,4,5,2,1,25,480,1148.3,510,775.67
1265,1266,1266,1266,1,35,4,1,72000,0,1,1,0,3,2,1,72000,0,1,19,8,0,0,114.0239956,22.64331109,113.8064836,22.69279451,1,29628.03972,102.6665628,0,5,3,2,10,480,1207.15,480,1145.52
1266,1267,1267,1267,1,35,4,1,72000,0,5,1,0,0,2,1,72000,0,1,2,1,0,0,113.8909863,22.77584712,113.8603968,22.73318929,1,1405196.177,0,4,0,2,1,25,450,963.63,900,1066.05
1267,1268,1268,1268,1,39,4,1,72000,0,3,1,0,3,2,1,72000,0,1,40,20,0,0,114.03878,22.60185337,114.0296885,22.62107676,1,54256.97972,0,2,5,3,2,10,480,967.47,1140,1423.87
1268,1269,1269,1269,1,40,4,1,72000,0,2,1,0,6,2,1,72000,0,1,2,1,0,0,113.9040543,22.57707871,114.0139728,22.75095175,1,59841.72072,94.67385781,5,4,3,0,10,510,1187.25,630,1142.92
1269,1270,1270,1270,1,42,4,1,72000,0,2,1,0,6,2,1,72000,0,1,2,1,0,0,114.0090737,22.63994719,114.0170446,22.65853595,1,90820.23158,0,10,0,2,1,25,540,1039.78,1140,1383.62
1270,1271,1271,1271,1,38,4,1,72000,0,5,1,0,0,2,1,72000,0,1,2,1,0,0,113.8826033,22.55538645,113.9211685,22.48956803,1,69668.58526,35.10955482,8,5,1,2,75,510,959.98,420,1285.58
1271,1272,1272,1272,1,37,4,1,72000,0,1,1,0,3,2,1,72000,0,1,2,1,0,0,113.9040543,22.57707871,113.9167987,22.5568068,1,59841.72072,11.02061929,8,1,2,0,38,510,1069.18,600,1112.5
1272,1273,1273,1273,1,42,4,1,72000,0,1,1,0,3,2,1,72000,0,1,40,20,0,0,114.1064566,22.63242428,114.1080045,22.61812467,1,1420795.179,6.619761306,5,3,1,2,10,480,1095.13,720,1198.02
1273,1274,1274,1274,1,36,4,1,72000,0,1,1,0,3,2,1,72000,0,1,40,20,0,0,113.8511874,22.57309821,114.0981703,22.53641136,1,53668.30998,114.9196921,9,1,4,1,10,960,1306.02,870,986.85
1274,1275,1275,1275,1,36,4,1,72000,0,5,1,0,0,2,1,72000,0,1,2,1,0,0,114.0719223,22.66166336,114.055946,22.67616114,1,1428927.16,9.929208849,5,1,0,1,10,540,1146.33,1110,1415.15
1275,1276,1276,1276,1,44,4,1,72000,0,1,1,0,3,2,1,72000,0,1,40,20,0,0,113.8591147,22.57989424,114.2994646,22.60214537,1,38054.39122,0,5,5,4,1,10,420,908.83,330,628.23
1276,1277,1277,1277,1,42,4,1,72000,0,1,1,0,3,2,1,72000,0,1,2,1,0,0,114.1757151,22.6364007,114.1793278,22.63882801,1,1348681.385,2.003170239,0,3,1,1,10,450,981.4,840,1297.35
1277,1278,1278,1278,1,43,4,1,72000,0,3,1,0,3,2,1,72000,0,1,40,20,0,0,113.8865032,22.57412312,114.5126541,22.53278101,1,37641.77074,0,5,1,1,1,10,540,1052.15,750,898.6
1278,1279,1279,1279,1,43,4,1,72000,0,4,1,0,3,2,1,72000,0,1,19,8,0,0,113.8832089,22.78014068,113.8775801,22.79067888,1,1078552.986,5.498659766,4,4,0,2,10,360,1199.6,510,886.83
1279,1280,1280,1280,1,40,4,1,72000,0,2,1,0,6,2,1,72000,0,1,2,1,0,0,113.8922297,22.54960966,114.261562,22.58687942,1,68078.92508,170.8463971,4,1,1,2,38,480,987.97,900,1298.83
1280,1281,1281,1281,1,42,4,1,72000,0,4,1,0,3,2,1,72000,0,1,2,1,0,0,113.9243591,22.73817724,113.9152116,22.75330155,1,28860.34384,8.135026178,0,1,2,2,10,480,1122.65,600,948.72
1281,1282,1282,1282,1,39,4,1,72000,0,1,1,0,3,2,1,72000,0,1,19,8,0,0,113.9496693,22.55122213,114.0180966,22.54359192,1,97488.99904,31.68847043,3,3,1,2,38,480,1273.4,570,814.33
1282,1283,1283,1283,1,39,4,1,72000,0,5,1,0,0,2,1,72000,0,1,19,8,0,0,114.4039807,22.64005942,114.3352269,22.67480048,1,1142083.396,35.45383539,0,8,2,0,38,510,1166.15,840,1234.17
1283,1284,1284,1284,1,35,4,1,72000,0,4,1,0,3,2,1,72000,0,1,2,1,0,0,113.9243591,22.73817724,113.89667,22.77535293,1,28860.34384,21.33429134,2,1,1,2,25,480,1217.75,480,938.67
1284,1285,1285,1285,1,44,4,1,72000,0,1,1,0,3,2,1,72000,0,1,2,1,0,0,113.9243591,22.73817724,113.9139269,22.71959341,1,28860.34384,0,2,4,2,0,10,330,1114.92,660,1332.77
1285,1286,1286,1286,1,43,4,1,72000,0,2,1,0,6,2,1,72000,0,1,19,8,0,0,113.8505256,22.57003332,113.8546887,22.58178721,1,50615.70166,5.738960084,4,4,3,1,10,510,1256.75,540,848.57
1286,1287,1287,1287,1,35,4,1,72000,0,2,1,0,6,2,1,72000,0,1,2,1,0,0,113.9256338,22.51572657,113.9316691,22.49103627,1,57826.34928,11.69813883,5,5,1,1,25,540,1067.83,450,1263.13
1287,1288,1288,1288,1,39,4,1,72000,0,3,1,0,3,2,1,72000,0,1,19,8,0,0,113.8678879,22.5713629,113.9234122,22.52390294,1,48795.65594,33.61799504,2,0,0,1,38,510,1241.78,900,1316.4
1288,1289,1289,1289,1,37,4,1,72000,0,3,1,0,3,2,1,72000,0,1,2,1,0,0,114.0304731,22.6598973,114.0170446,22.65853595,1,1274865.224,0,8,4,4,1,10,450,858.43,930,1325.58
1289,1290,1290,1290,1,38,4,1,72000,0,2,1,0,6,2,1,72000,0,1,2,1,0,0,114.0518669,22.60421052,114.0395011,22.60753726,1,39563.03938,5.893648207,3,3,1,1,10,480,1098.2,990,1395.87
1290,1291,1291,1291,1,38,4,1,72000,0,5,1,0,0,2,1,72000,0,1,19,8,0,0,113.8922297,22.54960966,113.9139943,22.5237691,1,68078.92508,15.54939805,2,2,2,2,25,540,1151.52,870,1275.48
1291,1292,1292,1292,1,36,4,1,72000,0,2,1,0,6,2,1,72000,0,1,2,1,0,0,114.03878,22.60185337,114.0513711,22.61576577,1,54256.97972,8.636062011,3,5,2,1,10,540,1158.55,630,1361.33
1292,1293,1293,1293,1,35,4,1,72000,0,5,1,0,0,2,1,72000,0,1,19,8,0,0,114.1335832,22.62485819,114.1274377,22.60239706,1,33177.86894,10.71756419,2,5,2,2,25,360,1078.03,600,1386.22
1293,1294,1294,1294,1,42,4,1,72000,0,1,1,0,3,2,1,72000,0,1,19,8,0,0,113.9435859,22.52897713,113.8876299,22.58130424,1,96848.91974,0,10,5,2,1,50,510,1129.75,510,820.82
1294,1295,1295,1295,1,44,4,1,72000,0,4,1,0,3,2,1,72000,0,1,2,1,0,0,113.8289193,22.71956443,113.9894251,22.73620886,1,33583.29918,74.26802658,4,4,2,2,75,480,1076.88,1080,1345.82
1295,1296,1296,1296,1,37,4,1,72000,0,5,1,0,0,2,1,72000,0,1,40,20,0,0,114.0173094,22.62430723,114.0104162,22.63111842,1,31184.6494,4.460062857,8,3,2,1,10,480,1161.83,690,1336.18
1296,1297,1297,1297,1,40,4,1,72000,0,5,1,0,0,2,1,72000,0,1,2,1,0,0,113.8678879,22.5713629,113.8755798,22.58870565,1,48795.65594,8.7317505,10,5,1,1,10,780,1432.63,600,960.52
1297,1298,1298,1298,1,40,4,1,72000,0,4,1,0,3,2,1,72000,0,1,2,1,0,0,114.201737,22.70969063,114.0097436,22.54087223,1,29244.44504,117.6652515,3,0,0,2,10,540,1223.25,840,1336.98
1298,1299,1299,1299,1,37,4,1,72000,0,1,1,0,3,2,1,72000,0,1,40,20,0,0,113.8678879,22.5713629,113.8188409,22.66555661,1,48795.65594,48.87713644,0,4,1,1,50,600,1136.12,930,1113.35
1299,1300,1300,1300,1,39,4,1,72000,0,5,1,0,0,2,1,72000,0,1,19,8,0,0,113.8909863,22.77584712,113.8661029,22.75930169,1,1405196.177,13.75302962,5,4,1,2,25,450,825.2,840,1035.87
1300,1301,1301,1301,1,36,4,1,72000,0,1,1,0,3,2,1,72000,0,1,8,2,0,0,113.922354,22.52687612,113.8935651,22.72020837,1,63293.99408,0,6,3,1,2,400,510,747.63,870,1318.98
1301,1302,1302,1302,1,36,4,1,72000,0,3,1,0,3,2,1,72000,0,1,19,8,0,0,113.8591147,22.57989424,113.8980972,22.55150493,1,38054.39122,22.19498736,5,3,2,1,25,480,1298.88,1140,1387.98
1302,1303,1303,1303,1,37,4,1,72000,0,3,1,0,3,2,1,72000,0,1,40,20,0,0,113.8511874,22.57309821,114.2792508,22.66839408,1,53668.30998,201.8367477,1,4,1,1,50,540,1053.98,840,1316.15
1303,1304,1304,1304,1,43,4,1,72000,0,4,1,0,3,2,1,72000,0,1,19,8,0,0,113.8678879,22.5713629,114.0579046,22.57556408,1,48795.65594,87.47549037,0,0,2,2,400,510,1303.53,870,1128.53
1304,1305,1305,1305,1,40,4,1,72000,0,4,1,0,3,2,1,72000,0,1,40,20,0,0,113.8936399,22.76805679,113.859515,22.73057783,1,1059337.54,23.32844887,1,4,1,1,25,540,1269.55,810,1236.55
1305,1306,1306,1306,1,36,4,1,72000,0,5,1,0,0,2,1,72000,0,1,40,20,0,0,113.8505256,22.57003332,113.9874438,22.5398186,1,50615.70166,64.5319781,4,1,3,1,400,540,1211.9,930,1198.65
1306,1307,1307,1307,1,44,4,1,72000,0,5,1,0,0,2,1,72000,0,1,40,20,0,0,113.8886117,22.77684509,113.9008631,22.78356988,1,32592.9871,0,3,5,1,0,10,510,1074.27,1020,1144.55
1307,1308,1308,1308,1,38,4,1,72000,0,3,1,0,3,2,1,72000,0,1,2,1,0,0,114.0154736,22.65448952,114.02826,22.65797554,1,30348.51678,6.099659565,0,3,2,2,10,540,1168.72,300,622.73
1308,1309,1309,1309,1,43,4,1,72000,0,1,1,0,3,2,1,72000,0,1,19,8,0,0,113.8832089,22.78014068,113.899928,22.80795461,1,1078552.986,14.93592644,3,5,1,1,25,480,1274.77,1020,1313.45
1309,1310,1310,1310,1,43,4,1,72000,0,1,1,0,3,2,1,72000,0,1,2,1,0,0,113.9137794,22.55581774,113.9962566,22.67734254,1,69793.26068,0,3,2,1,2,75,540,1179.93,1080,1288.97
1310,1311,1311,1311,1,43,4,1,72000,0,3,1,0,3,2,1,72000,0,1,19,8,0,0,114.2096575,22.69814443,114.2146748,22.70297441,1,1272056.643,3.205297485,3,3,2,2,10,300,1087,330,601.67
1311,1312,1312,1312,1,43,4,1,72000,0,3,1,0,3,2,1,72000,0,1,2,1,0,0,113.8591147,22.57989424,113.9184183,22.52486925,1,38054.39122,0,5,2,2,0,38,420,1093.33,1020,1396.72
1312,1313,1313,1313,1,41,4,1,72000,0,1,1,0,3,2,1,72000,0,1,19,8,0,0,114.0090737,22.63994719,113.9952024,22.67630999,1,90820.23158,17.91211864,0,4,1,0,25,450,753.4,780,1050.68
1313,1314,1314,1314,1,41,4,1,72000,0,3,1,0,3,2,1,72000,0,1,19,8,0,0,113.9299459,22.74871131,114.0730802,22.68865243,1,30198.62592,0,9,4,4,1,75,510,1116.3,510,1170.53
1314,1315,1315,1315,1,41,4,1,72000,0,2,1,0,6,2,1,72000,0,1,19,8,0,0,113.9379107,22.76365792,113.9834399,22.74001975,1,1361556.544,23.61045194,8,2,1,1,10,480,1055.93,900,1145.5
1315,1316,1316,1316,1,41,4,1,72000,0,1,1,0,3,2,1,72000,0,1,19,8,0,0,113.8652014,22.5862659,114.0946258,22.54159553,1,1288661.48,107.5741829,1,4,3,1,25,510,1006.25,330,643.47
1316,1317,1317,1317,1,42,4,1,72000,0,1,1,0,3,2,1,72000,0,1,2,1,0,0,113.8505256,22.57003332,114.2867986,22.66660255,1,50615.70166,205.6523846,8,8,1,1,10,450,938.55,660,1144.53
1317,1318,1318,1318,1,35,4,1,72000,0,4,1,0,3,2,1,72000,0,1,2,1,0,0,113.9011316,22.78291302,113.8927493,22.76804691,1,1352828.617,7.854743918,4,2,1,2,25,660,1229.12,780,1111.98
1318,1319,1319,1319,1,39,4,1,72000,0,2,1,0,6,2,1,72000,0,1,19,8,0,0,113.8909863,22.77584712,113.8987232,22.73121546,1,1405196.177,0,4,4,2,1,25,450,977.25,360,623.73
1319,1320,1320,1320,1,42,4,1,72000,0,5,1,0,0,2,1,72000,0,1,2,1,0,0,114.0634647,22.71861803,114.0505055,22.71765417,1,1437794.163,0,8,3,1,1,10,540,1232.38,780,1260.13
1320,1321,1321,1321,1,41,4,1,72000,0,1,1,0,3,2,1,72000,0,1,2,1,0,0,114.1757151,22.6364007,114.1782554,22.64700548,1,1348681.385,0,8,3,0,2,10,420,1111.18,1020,1251.02
1321,1322,1322,1322,1,42,4,1,72000,0,4,1,0,3,2,1,72000,0,1,2,1,0,0,113.8885816,22.57839234,114.2301425,22.55957429,1,41244.7701,157.4398861,5,5,4,1,25,450,1181.02,480,788.02
1322,1323,1323,1323,1,43,4,1,72000,0,2,1,0,6,2,1,72000,0,1,2,1,0,0,114.025783,22.64965565,114.0147148,22.66305665,1,44077.70134,7.999410759,1,4,0,1,10,540,574.63,690,1165.23
1323,1324,1324,1324,1,39,4,1,72000,0,5,1,0,0,2,1,72000,0,1,40,20,0,0,113.8886117,22.77684509,113.89667,22.77535293,1,32592.9871,3.771835083,10,3,2,0,10,540,1067.65,600,764.63
1324,1325,1325,1325,1,37,4,1,72000,0,3,1,0,3,2,1,72000,0,1,2,1,0,0,113.880545,22.56089154,113.8893661,22.5612539,1,61098.24342,4.063285674,1,2,1,2,10,450,1249.68,570,896.03
1325,1326,1326,1326,1,40,4,1,72000,0,3,1,0,3,2,1,72000,0,1,19,8,0,0,113.8652014,22.5862659,113.9113222,22.57536023,1,1288661.48,0,3,1,2,2,50,450,981.8,660,1122.07
1326,1327,1327,1327,1,43,4,1,72000,0,1,1,0,3,2,1,72000,0,1,2,1,0,0,114.0090737,22.63994719,113.9923093,22.58984621,1,90820.23158,24.31533947,0,1,1,2,25,480,1064.05,810,1083.48
1327,1328,1328,1328,1,38,4,1,72000,0,3,1,0,3,2,1,72000,0,1,40,20,0,0,113.9496693,22.55122213,114.0079791,22.60133834,1,97488.99904,35.3869786,9,0,2,0,38,450,942.4,780,1144.25
1328,1329,1329,1329,1,42,4,1,72000,0,1,1,0,3,2,1,72000,0,1,8,2,0,0,114.2579837,22.68510514,114.3562205,22.71680927,1,1173767.076,47.50921657,4,3,1,1,50,510,1060.77,1020,1356.17
1329,1330,1330,1330,1,36,4,1,72000,0,3,1,0,3,2,1,72000,0,1,8,2,0,0,113.8936399,22.76805679,113.8824366,22.76793183,1,1059337.54,5.156576567,5,3,1,2,10,480,1008.47,900,1294.32
1330,1331,1331,1331,1,42,4,1,72000,0,5,1,0,0,2,1,72000,0,1,40,20,0,0,114.025783,22.64965565,114.2829847,22.67126173,1,44077.70134,118.7925753,3,4,4,2,10,420,960.05,570,882.57
1331,1332,1332,1332,1,36,4,1,72000,0,5,1,0,0,2,1,72000,0,1,2,1,0,0,113.8485196,22.57678478,113.8341494,22.62683087,1,55465.31714,23.96416843,0,5,2,1,25,480,972.02,900,1228.75
1332,1333,1333,1333,1,36,4,1,72000,0,1,1,0,3,2,1,72000,0,1,8,2,0,0,113.8511874,22.57309821,114.3072888,22.67023618,1,53668.30998,214.6260584,6,5,2,2,25,480,868.07,480,1129.12
1333,1334,1334,1334,1,40,4,1,72000,0,3,1,0,3,2,1,72000,0,1,2,1,0,0,114.2096575,22.69814443,114.2203677,22.55830628,1,1272056.643,0,3,3,2,1,10,510,958.3,960,1438.57
1334,1335,1335,1335,1,38,4,1,72000,0,1,1,0,3,2,1,72000,0,1,2,1,0,0,113.9011316,22.78291302,113.9175271,22.72183077,1,1352828.617,29.10787789,0,5,2,1,38,510,1124.25,960,1128.13
1335,1336,1336,1336,1,44,4,1,72000,0,4,1,0,3,2,1,72000,0,1,40,20,0,0,114.0304731,22.6598973,113.8661029,22.75930169,1,1274865.224,88.4086148,1,0,1,2,10,480,953.05,600,1346.17
1336,1337,1337,1337,1,44,4,1,72000,0,1,1,0,3,2,1,72000,0,1,2,1,0,0,114.2225225,22.7024292,114.2237726,22.65744553,1,1236674.853,20.71147419,6,2,2,1,25,510,1142.73,780,1258.13
1337,1338,1338,1338,1,37,4,1,72000,0,1,1,0,3,2,1,72000,0,1,19,8,0,0,114.1757151,22.6364007,114.1050592,22.70077167,1,1348681.385,0,5,2,4,0,75,510,1102.88,840,1184.27
1338,1339,1339,1339,1,42,4,1,72000,0,2,1,0,6,2,1,72000,0,1,2,1,0,0,114.0173094,22.62430723,114.0260963,22.61527902,1,31184.6494,5.798315456,5,3,1,1,25,480,1200.53,1170,1389.42
1339,1340,1340,1340,1,36,4,1,72000,0,2,1,0,6,2,1,72000,0,1,2,1,0,0,113.8922297,22.54960966,113.9176323,22.4970986,1,68078.92508,26.84729571,1,4,2,1,38,450,1150.4,540,796.47
1340,1341,1341,1341,1,40,4,1,72000,0,5,1,0,0,2,1,72000,0,1,19,8,0,0,114.03878,22.60185337,114.0649322,22.55880282,1,54256.97972,0,4,5,2,1,25,330,1291.78,720,982.25
1341,1342,1342,1342,1,44,4,1,72000,0,2,1,0,6,2,1,72000,0,1,2,1,0,0,113.9040543,22.57707871,113.9187309,22.57620516,1,59841.72072,6.76677694,9,6,1,2,10,540,1106.57,660,1311.35
1342,1343,1343,1343,1,37,4,1,72000,0,3,1,0,3,2,1,72000,0,1,2,1,0,0,114.0358301,22.70436869,114.0689821,22.71163459,1,35870.58266,0,3,3,2,1,25,360,1004.05,540,935.83
1343,1344,1344,1344,1,41,4,1,72000,0,5,1,0,0,2,1,72000,0,1,8,2,0,0,113.8772696,22.56713794,113.8962024,22.57405691,1,61098.24342,9.277356125,1,3,3,1,10,480,712.47,840,1429.87
1344,1345,1345,1345,1,38,4,1,72000,0,2,1,0,6,2,1,72000,0,1,19,8,0,0,113.8909863,22.77584712,113.8871199,22.7781799,1,1405196.177,0,3,0,2,2,10,360,1102.22,420,711.7
